Song,Artist,query_idx,channel_artist_same,video_title,video_channel,video_url
Whose Pills Are These? (Which Bag Were They In?) [feat. Black Smurf],$uicideboy$,0,True,who's pills are these? (what bag were they in?),$uicideboy$,https://www.youtube.com/watch?v=VkpvKcJKBjk
Magnolia (feat. Kirb La Goop),$uicideboy$,1,True,magnolia,$uicideboy$,https://www.youtube.com/watch?v=fCAU-VDk6q4
Heavily Medicated,$uicideboy$,0,True,heavily medicated,$uicideboy$,https://www.youtube.com/watch?v=ItT9QZ10ZRQ
St. Bernard,$uicideboy$,0,True,st. bernard,$uicideboy$,https://www.youtube.com/watch?v=FH8hKmS2tjw
Torcher,$uicideboy$,0,True,torcher,$uicideboy$,https://www.youtube.com/watch?v=PVPg-5B_IFg
A Death in the Ocean Would Be Beautiful,$uicideboy$,0,True,a death in the ocean would be beautiful,$uicideboy$,https://www.youtube.com/watch?v=BqpWYMCeM9U
Slow Motion (feat. Supa),$uicideboy$,0,True,slow motion potion,$uicideboy$,https://www.youtube.com/watch?v=LltDir-vDU4
Friday the 13th,$uicideboy$,0,True,friday the 13th,$uicideboy$,https://www.youtube.com/watch?v=i1eCZ6pIz4U
Bags,$uicideboy$,0,True,bags,$uicideboy$,https://www.youtube.com/watch?v=x4RWRvrmZ0c
Can of Worms,$uicideboy$,0,True,can of worms,$uicideboy$,https://www.youtube.com/watch?v=CuClH3t3lgo
South Side Suicide (feat. Pouya),$uicideboy$,2,True,$outh $ide $uicide,$uicideboy$,https://www.youtube.com/watch?v=hds3B-i1rs4
Brooklyn (feat. Black Smurf),$uicideboy$,0,True,brooklyn,$uicideboy$,https://www.youtube.com/watch?v=T8sFLE95Ick
Trapathy,$uicideboy$,0,True,trapathy,$uicideboy$,https://www.youtube.com/watch?v=PpFS9ff_NkE
Tempura,$uicideboy$,0,True,$uicideboy$ - tempura,$uicideboy$,https://www.youtube.com/watch?v=RY3jS9SSXZs
Do You Believe in God?,$uicideboy$,0,True,do you believe in god,$uicideboy$,https://www.youtube.com/watch?v=zB60gsgQml0
Paris,$uicideboy$,0,True,$uicideboy$ - paris,$uicideboy$,https://www.youtube.com/watch?v=nqtobIpZt68
Evolution (Pretty Good Movie / Pretty Good Theory),$uicideboy$,0,True,evolution (pretty good movie / pretty good theory),$uicideboy$,https://www.youtube.com/watch?v=_hZByJfWzSQ
West End (feat. Germ),$uicideboy$,0,True,west end,$uicideboy$,https://www.youtube.com/watch?v=mwTaF__rOMc
Vincent Van Gogh Ain't Got Shit on Me,$uicideboy$,0,True,vincent van gogh ain't got shit on me,$uicideboy$,https://www.youtube.com/watch?v=L7g8aymY5VA
In Order to Cast a Shadow You Must First Cast a Flame,$uicideboy$,0,True,in order to cast a shadow you must first light a fire,$uicideboy$,https://www.youtube.com/watch?v=mFnV6FxLNls
Novus Ordo Seclorum,$uicideboy$,0,True,novus ordo seclorum,$uicideboy$,https://www.youtube.com/watch?v=HXI_wss4zkU
Lacombe (feat. Black Smurf),$uicideboy$,0,True,lacombe,$uicideboy$,https://www.youtube.com/watch?v=vbex_R05a4s
That Time We Went to Wal Mart in Memphis to Steal Some Shit Before We Met up With Ta to Shoot His Video (feat. Ghost),$uicideboy$,0,True,that time we went to wal mart in memphis to steal some shit before we met up with ta to shoot...,$uicideboy$,https://www.youtube.com/watch?v=HnW3TBwKfEM
Low Key,$uicideboy$,0,True,low key,$uicideboy$,https://www.youtube.com/watch?v=JbOKXfl-COM
Gaudy Pack Shawty (feat. Yung God),$uicideboy$,5,False,$uicideboy$ - gaudy pack shawty (lyric visualizer),frosty,https://www.youtube.com/watch?v=flNMQ52lkAQ
Straw Chairs,$uicideboy$,0,True,straw chairs,$uicideboy$,https://www.youtube.com/watch?v=hhhEt3S2nGQ
Converting...,$uicideboy$,6,True,gutting catfish,$uicideboy$,https://www.youtube.com/watch?v=BgD-rpu8asQ
Crucify Me Wearing Tommy,$uicideboy$,0,True,crucify me wearing tommy,$uicideboy$,https://www.youtube.com/watch?v=Pglzk925T2A
Soul Doubt,$uicideboy$,0,True,soul doubt,$uicideboy$,https://www.youtube.com/watch?v=kER5OP9-ZZc
All That Glitters Is Not Gold| but It's Still Damn Beautiful,$uicideboy$,0,True,"all that glitters is not gold, but it's still damn beautiful",$uicideboy$,https://www.youtube.com/watch?v=5UhE05vLm6o
Am / Pm,$uicideboy$,0,True,am/pm,$uicideboy$,https://www.youtube.com/watch?v=G5Bbnfe4o5s
333333 [Rare* '96 Bootleg Cassette Rip Tres Seis],$uicideboy$,0,True,333333 (rare * '96 bootleg ca$$ette rip tre$ $ei$),$uicideboy$,https://www.youtube.com/watch?v=7V8P3aXhwxk
Nm Jc,$uicideboy$,0,True,$uicideboy$ - nm jc,$uicideboy$,https://www.youtube.com/watch?v=qnKGGQtKREg
Romulus,$uicideboy$,0,True,romulus,$uicideboy$,https://www.youtube.com/watch?v=vQ5e5-muo48
All My Life I Wanted a Chevy,$uicideboy$,0,True,$uicideboy$ - all my life i've wanted a chevy. i ended up driving the camaro off the causeway bridge,$uicideboy$,https://www.youtube.com/watch?v=PuGQuLrDtGU
Black Magic,& Royal Music Paris,1,True,black magic,royal music paris - topic,https://www.youtube.com/watch?v=HDq0cWidpxA
When I See You Smile (Bad English),'80s Pop Hits,3,False,bad english - when i see you smile ( lyrics),ons lyrics,https://www.youtube.com/watch?v=wLPU56poCOI
Shining Star (The Manhattans),'80s Pop Hits,4,False,shining star by the manhattans - with lyrics 1980 80s song,70smusicmomma,https://www.youtube.com/watch?v=C6bH-jFsKCM
The Wooden Box,&U&I,0,True,the wooden box,&u&i - topic,https://www.youtube.com/watch?v=hcO4Z-jWmJM
Eternal Flame (La Flama Enterna) (Bangles),'80s Pop Hits,2,False,the bangles - eternal flame (lyrics),young pilgrim music,https://www.youtube.com/watch?v=YpGs0grxfvU
Footloose (Kenny Loggins),'80s Pop Hits,4,False,kenny loggins - footloose (lyrics),unique sound,https://www.youtube.com/watch?v=FDMHZFJnk2s
Voices Carry ('Til Tuesday),'80s Pop Hits,9,False,'til tuesday - voices carry (lyrics),platinum blonde☆~,https://www.youtube.com/watch?v=azQDdNqj7Ms
Girls Just Want To Have Fun (Cyndi Lauper),'80s Pop Hits,3,False,cyndi lauper - girls just want to have fun [lyrics],glyphoricvibes,https://www.youtube.com/watch?v=9fiRtYcjhJ4
Glaced,&ME,2,True,glaced,&me - topic,https://www.youtube.com/watch?v=55pczaZu-CE
Matters (Original),&ME,1,True,matters,&me - topic,https://www.youtube.com/watch?v=iQWBYqapJ4g
Heist,&ME,1,True,heist,&me - topic,https://www.youtube.com/watch?v=T0E5s72dx-Y
Rosanna (Toto),'80s Pop Hits,7,False,toto - rosanna (lyrics),young pilgrim music,https://www.youtube.com/watch?v=irFi0Oz0bIM
The Flame (Cheap Trick),'80s Pop Hits,1,False,cheap trick - the flame (lyrics),7clouds,https://www.youtube.com/watch?v=0IMSiZKIdLo
Carrie (Europe),'80s Pop Hits,6,False,carrie lyrics - europe,ld.lyrics,https://www.youtube.com/watch?v=NFI9r1VD-r0
Purple Rain,&ME,0,True,&me - purple rain (keinemusik / km012),&me,https://www.youtube.com/watch?v=KlJDYnJV2wA
Shallow,&ME,1,True,shallow,&me - topic,https://www.youtube.com/watch?v=mp_GUQU6SxU
Ashes (Original),&ME,1,True,ashes,&me - topic,https://www.youtube.com/watch?v=VG1GFGpsto0
Shake You Down (Gregory Abbott),'80s Pop Hits,3,False,gregory abbott - shake you down (lyrics),hip hop/r&b lyrics,https://www.youtube.com/watch?v=GkgpUBlK29s
Talking In Your Sleep (The Romantics),'80s Pop Hits,2,False,the romantics - talking in your sleep (lyrics),the vibe guide,https://www.youtube.com/watch?v=VvE1I3xpWQM
Your Love (The Outfield),'80s Pop Hits,1,False,the outfield - your love (lyrics),7clouds,https://www.youtube.com/watch?v=Z0OXRP-B200
The Warrior (Scandal featuring Patty Smyth),'80s Pop Hits,2,False,scandal (patty smyth) - i am the warrior (hd/lyrics),michaels hit music,https://www.youtube.com/watch?v=fSMXjoUDyJM
Break My Stride (Matthew Wilder),'80s Pop Hits,3,False,matthew wilder - break my stride (lyrics),popular songs,https://www.youtube.com/watch?v=iGtQMT-QLgc
Keep On Loving You (REO Speedwagon),'80s Pop Hits,4,False,reo speedwagon - keep on loving you (lyrics),young pilgrim music,https://www.youtube.com/watch?v=nW6v_jrfg_g
Let's Hear It For The Boy (Deniece Williams),'80s Pop Hits,3,False,deniece williams - let's hear it for the boy (lyrics hd),song lyrics hd,https://www.youtube.com/watch?v=vzM0JoTyupE
Tammurriata Dell' Agronocerino,'A Figliola,0,True,tammurriata dell' agronocerino,'a figliola - topic,https://www.youtube.com/watch?v=vZ-dI_ukoJI
Cold Water,'Ala Fringe,0,True,cold water,'ala fringe - topic,https://www.youtube.com/watch?v=sS-ISceXN5U
I walked across the meadow,'Apple'' ansemble,7,False,mamalarky - meadow (official audio),fire talk,https://www.youtube.com/watch?v=WBTr1gXE0Pk
Theme from The Magnificent Seven,'Little' Louie Vega [Various],1,True,seven mile (feat. moodymann),louie vega,https://www.youtube.com/watch?v=W2Bl4DwrIAY
Bye Bye Bye,'N Sync,1,False,*nsync - bye bye bye (official audio),*nsync,https://www.youtube.com/watch?v=C27NShgTQE4
Stomp Time Blues,'Little' Louie Vega [Various],2,True,ride on the rhythm,louie vega,https://www.youtube.com/watch?v=Fent0HAFkoM
Kiss Me at Midnight,'N Sync,2,False,*nsync - kiss me at midnight (color coded lyrics),tricado,https://www.youtube.com/watch?v=9Nco5MxGsfM
Ready to Shine,'N Beautiful Company,1,True,ready to shine (radio edit),'n beautiful company - topic,https://www.youtube.com/watch?v=rAzhnTIT12o
U Drive Me Crazy,'N Sync,3,False,*nsync - u drive me crazy (color coded lyrics),tricado,https://www.youtube.com/watch?v=0Uk2oFsM9Rw
Feel the Love,'N Sync,1,False,n'sync: feel the love (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=sP4yXP24w84
The Christmas Song (Chestnuts Roasting on an Open Fire),'N Sync,4,False,the christmas song (chestnuts roasting on an open fire) ft. usher (official audio),justin bieber,https://www.youtube.com/watch?v=-5TO1hqh4KY
Tearin' up My Heart,'N Sync,7,False,tearin up my heart - nsync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=3Dm4-oHQ5Cc
Here We Go,'N Sync,5,False,"nsync, here we go lyrics",heart x lyrics,https://www.youtube.com/watch?v=9j8nlIhrxn0
I'll Be Good For You,'N Sync,0,False,*nsync - i'll be good for you (official audio),*nsync,https://www.youtube.com/watch?v=jzcOzsehIwk
God Must Have Spent a Little More Time on You,'N Sync,1,False,god must have spent a little more time on you - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=KwdLh2Al-HE
Thinking of You (I Drive Myself Crazy),'N Sync,1,False,*nsync - i drive myself crazy (lyrics),lyrics 90's,https://www.youtube.com/watch?v=C2w4t1O_Pn4
Paradise (Paradise Dub),'Little' Louie Vega [Various],7,True,take you away (lv dub),louie vega,https://www.youtube.com/watch?v=M7FfMBK5ABk
It's Gonna Be Me,'N Sync,1,False,*nsync - it's gonna be me (official audio),nsyncvevo,https://www.youtube.com/watch?v=uWuNCQRcy7M
Crazy For You,'N Sync,4,False,*nsync - crazy for you (color coded lyrics),tricado,https://www.youtube.com/watch?v=U6LXHw3yptc
If Only in Heaven's Eyes,'N Sync,2,False,n'sync: if only through heaven's eyes (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=XOWLSOLwUcg
Love's in Our Hearts on Christmas Day,'N Sync,4,False,n'sync: 12. love's in our hearts on christmas day (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=sCHBks4DLjo
(God Must Have Spent) A Little More Time On You,'N Sync,1,False,god must have spent a little more time on you - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=KwdLh2Al-HE
More Than A Feeling,'N Sync,3,False,n'sync: more than a feeling (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=BNDF4DwL3Bo
All I Want Is You (This Christmas),'N Sync,2,False,"all i want is you this christmas, n sync (with lyrics)",charlie crumpler,https://www.youtube.com/watch?v=2q5gDyXEHpc
That's When I'll Stop Loving You,'N Sync,0,False,*nsync - that's when i'll stop loving you (official audio),*nsync,https://www.youtube.com/watch?v=C_fetox9yBQ
Pop,'N Sync,9,False,bye bye bye-nsync (lyrics),myles puckrin,https://www.youtube.com/watch?v=L0OU7A9VJMY
This I Promise You,'N Sync,1,False,*nsync - this i promise you (official audio),*nsync,https://www.youtube.com/watch?v=eqC4xFqjalM
I Thought She Knew,'N Sync,0,False,*nsync - i thought she knew (official audio),*nsync,https://www.youtube.com/watch?v=-nHps07pFe8
In Love on Christmas,'N Sync,0,False,n'sync: 09. in love on christmas (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=9SEmkERyo7A
Space Cowboy (Yippie-Yi-Yay),'N Sync,0,False,"*nsync - space cowboy (yippie-yi-yay) (official audio) ft. lisa ""left eye"" lopes",*nsync,https://www.youtube.com/watch?v=aS-cymQhbzk
If I'm Not the One,'N Sync,2,False,n'sync: if i'm not the one you want (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=gWAkA4XO_tU
Music of My Heart,'N Sync,2,False,gloria estefan ft nsync- music of my heart with lyrics,steffi sarmiento,https://www.youtube.com/watch?v=XLVsbJAD0Dg
Bringin' Da Noise,'N Sync,0,False,*nsync - bringin' da noise (official audio),*nsync,https://www.youtube.com/watch?v=mJQQQJMHSHo
Are You Gonna Be There,'N Sync,1,False,n'sync: are you gonna be there? (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=iXbnRrhixW0
Selfish,'N Sync,2,False,nsync - selfish (lyrics),yepzmark27,https://www.youtube.com/watch?v=5APV3LYcrTY
Gone,'N Sync,1,False,gone - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=1CK29RMiTqo
O Holy Night,'N Sync,3,False,*nsync - o holy night (color coded lyrics eng),jessjoshi,https://www.youtube.com/watch?v=SjNxLjcS8hc
The Lion Sleeps Tonight,'N Sync,2,False,n'sync: the lion sleeps tonight (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=JUGT5fkN0xQ
I Want You Back,'N Sync,3,False,i want you back - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=avUfHrTsQ4o
It Makes Me Ill,'N Sync,0,False,*nsync - it makes me ill (official audio),*nsync,https://www.youtube.com/watch?v=WKC2Ch5zadM
You Got It,'N Sync,9,False,*nsync - it's gonna be me (official audio),*nsync,https://www.youtube.com/watch?v=uWuNCQRcy7M
Celebrity,'N Sync,6,False,*nsync - celebrity (color coded lyrics),tricado,https://www.youtube.com/watch?v=qjVdbluyHsE
Under My Tree,'N Sync,3,False,n'sync: 02. under my tree (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=z07-zpHqY6M
See Right Through You,'N Sync,3,False,*nsync- see right through you lyrics (on screen),sabri-nah,https://www.youtube.com/watch?v=onVfqX3ZA-o
On the Line,'N Sync,2,False,n'sync: on the line (ft. the on the line all-stars) (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=6UAir-SvzmI
Falling,'N Sync,5,False,this i promise you - nsync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=yo9pqf9dLew
Digital Get Down,'N Sync,0,False,*nsync - digital get down (official audio),*nsync,https://www.youtube.com/watch?v=batroDK82r0
Just Don't Tell Me That,'N Sync,0,False,n'sync: 11. just don't tell me that (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=lrgQz2qH_nQ
Sailing,'N Sync,2,False,nsync - sailing (lyrics),lyrics station,https://www.youtube.com/watch?v=sYkEpYRMcI4
I Just Wanna Be With You,'N Sync,3,False,n'sync: 02. i just wanna be with you (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=wHksMOZfos4
Yo Te Voy A Amar,'N Sync,1,False,n'sync - yo te voy amar (lyrics),beverly_,https://www.youtube.com/watch?v=NAjJXrJu-Yk
Thinking Of You (I Drive Myself Crazy),'N Sync,1,False,*nsync - i drive myself crazy (lyrics),lyrics 90's,https://www.youtube.com/watch?v=C2w4t1O_Pn4
Best of My Life,'N Sync,1,False,n'sync: best of my life (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=inaj8wiZRAw
I Guess It's Christmas Time,'N Sync,2,False,n'sync: 06. i guess it's christmas time (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=2ea65g2P7dc
Just Got Paid,'N Sync,0,False,*nsync - just got paid (official audio),*nsync,https://www.youtube.com/watch?v=hkoOzYI0ur4
No Strings Attached,'N Sync,0,False,*nsync - no strings attached (official audio),*nsync,https://www.youtube.com/watch?v=BUrJJLVghPo
Girlfriend,'N Sync,2,False,girlfriend - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=uwc5brss4gg
I Believe in You,'N Sync,1,False,n'sync: i believe in you (lyrics) (ft. joe),lost pop lyrics,https://www.youtube.com/watch?v=EIurc5RcFwY
Home for Christmas,'N Sync,2,False,*nsync - home for christmas (color coded lyrics eng),jessjoshi,https://www.youtube.com/watch?v=-neuSQE5u7M
More Than a Feeling,'N Sync,3,False,n'sync: more than a feeling (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=BNDF4DwL3Bo
The First Noel,'N Sync,2,False,*nsync - the first noel (color coded lyrics),tricado,https://www.youtube.com/watch?v=F2ekYIpwyVE
Riddle,'N Sync,1,False,*nsync - riddle (color coded lyrics),tricado,https://www.youtube.com/watch?v=6UeUnZ8M3To
Tell Me| Tell Me...Baby,'N Sync,5,False,*nsync - it makes me ill (official audio),*nsync,https://www.youtube.com/watch?v=WKC2Ch5zadM
The Only Gift,'N Sync,0,False,*nsync - the only gift (color coded lyrics),tricado,https://www.youtube.com/watch?v=2lWHXrJ_rT0
Merry Christmas| Happy Holidays,'N Sync,1,False,"merry christmas, happy holidays - n sync (lyrics) 🎵",pillow,https://www.youtube.com/watch?v=0laAGAt-tto
God Must Have Spent A Little More Time On You,'N Sync,1,False,god must have spent a little more time on you - n sync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=KwdLh2Al-HE
Tearin' Up My Heart,'N Sync,7,False,tearin up my heart - nsync (lyrics) 🎵,pillow,https://www.youtube.com/watch?v=3Dm4-oHQ5Cc
It's Christmas,'N Sync,1,False,*nsync - it's christmas (color coded lyrics),tricado,https://www.youtube.com/watch?v=kn8aHXMFkWE
Do Your Thing,'N Sync,5,False,*nsync - it's gonna be me (official audio),*nsync,https://www.youtube.com/watch?v=uWuNCQRcy7M
I Need Love,'N Sync,2,False,n'sync: 07. i need love (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=nKYwnbOwLn0
Something Like You,'N Sync,2,False,something like you- nsync lyrics,sillybearsmiley,https://www.youtube.com/watch?v=mi2btZpkCdg
Giddy Up,'N Sync,7,False,n'sync: 13. giddy up (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=HGZtHwq0dLY
Together Again,'N Sync,5,True,nsync - together again (1997),armagedd'n sync,https://www.youtube.com/watch?v=iKMzojhK76U
Somewhere| Someday,'N Sync,3,False,*nsync - i thought she knew (official audio),*nsync,https://www.youtube.com/watch?v=-nHps07pFe8
The Two Of Us,'N Sync,4,False,n'sync: 05. the two of us (lyrics),lost pop lyrics,https://www.youtube.com/watch?v=wtRD9qxEFIQ
Make Her Mine,'Opo,0,True,make her mine,opo - topic,https://www.youtube.com/watch?v=y6lNQWi2zA4
Why Can't We?,'Ruthven,0,True,ruthven - have you decided,ruthven,https://www.youtube.com/watch?v=h-LV3o7VVzA
Thinking out Loud,'Round Midnight,0,True,thinking out loud,round midnight - topic,https://www.youtube.com/watch?v=T8QexU-p3TU
To A Child,'Til Their Eyes Shine... The Lullaby Album,8,False,someday baby - a child's gift of lullabyes (lyrics),deanna c (ristray),https://www.youtube.com/watch?v=wehY83wdWIw
If I Didn't Have You To Wake Up To,'Til Their Eyes Shine... The Lullaby Album,7,False,kaash paige - love songs (lyrics),dan music,https://www.youtube.com/watch?v=7P4q7Oo67-U
Will She Just Fall Down,'Til Tuesday,0,True,will she just fall down,'til tuesday - topic,https://www.youtube.com/watch?v=kOTWW3o72ok
Child Of Mine,'Til Their Eyes Shine... The Lullaby Album,9,False,mama cass - dream a little dream of me (with lyrics),etabsb,https://www.youtube.com/watch?v=P4T3tMkjRig
I Could Get Used To This,'Til Tuesday,0,True,i could get used to this,'til tuesday - topic,https://www.youtube.com/watch?v=IEheKtpxrU0
Love In A Vacuum,'Til Tuesday,1,True,love in a vacuum,'til tuesday - topic,https://www.youtube.com/watch?v=MMghSSlZhV4
Do It Again,'Til Tuesday,0,True,do it again (previously unreleased),'til tuesday - topic,https://www.youtube.com/watch?v=ROk4mdTr7TA
Voices Carry,'Til Tuesday,1,True,voices carry,'til tuesday - topic,https://www.youtube.com/watch?v=zUKXhRikfPw
No One Is Watching You Now,'Til Tuesday,0,True,no one is watching you now,'til tuesday - topic,https://www.youtube.com/watch?v=dPdSnDJoRzs
You Know The Rest,'Til Tuesday,0,True,you know the rest,'til tuesday - topic,https://www.youtube.com/watch?v=An2BljIcD2w
David Denies,'Til Tuesday,0,True,david denies,'til tuesday - topic,https://www.youtube.com/watch?v=_lf3izHh3Gk
No More Crying,'Til Tuesday,0,True,no more crying,'til tuesday - topic,https://www.youtube.com/watch?v=7LDrwLLVMLA
(Believed You Were) Lucky,'Til Tuesday,2,False,'til tuesday (believed you were) lucky (lyrics),jeffrey frentzen,https://www.youtube.com/watch?v=x9GRp8eu_hc
No Thanks To You,'Whiskey' Joe Leadfoot,0,True,no thanks to you,'whiskey' joe leadfoot - topic,https://www.youtube.com/watch?v=_8HmljYQDTE
Coming Up Close,'Til Tuesday,1,True,coming up close,'til tuesday - topic,https://www.youtube.com/watch?v=y3o4VMLWqFg
Ik E De Zunne,'T Hof Van Commerce,0,True,ik e de zunne,'t hof van commerce official,https://www.youtube.com/watch?v=HBCNfManVdk
We're in the Wind,(((S))),3,False,bob dylan - blowin' in the wind (official audio),bob dylan,https://www.youtube.com/watch?v=MMFj8uDubsE
Siren Syrup,(((Surround))) ((((さらうんど)))),9,True,after life,(((さらうんど))) - topic,https://www.youtube.com/watch?v=dLvSKQKoJYU
Ik Zie Je Zitten,'t Smiske,0,True,ik zie je zitten,'t smiske - topic,https://www.youtube.com/watch?v=RWbk0tjggUQ
When the Well Runs Dry,(((S))),2,False,craig david - you don't miss your water ('til the well runs dry) (official audio),craig david,https://www.youtube.com/watch?v=SuknoDTnhg4
What a Feeling (Remix),(+) Comfort,6,False,john summit & hayla - where you are (lyric visualizer),john summit,https://www.youtube.com/watch?v=5BqjhUmldDc
Get Away,(Hed) Planet Earth,4,False,(hed) pe- get away (with lyrics),siethix,https://www.youtube.com/watch?v=TlKDP7UZw9E
Calling Orion,(Damn) This Desert Air,2,True,calling orion,(damn) this desert air - topic,https://www.youtube.com/watch?v=Slq1ZVYqaGU
Balance,(Hed) Planet Earth,5,False,hed pe renegade lyrics,andaro66,https://www.youtube.com/watch?v=X_YyZWEkGtA
Other Side,(Hed) Planet Earth,4,False,hed pe - other side with lyrics,deadheart,https://www.youtube.com/watch?v=h_TGfHlAQIY
Flesh And Bone,(Hed) Planet Earth,3,False,(hed) p. e. - flesh and bone (with lyrics),ramunas bruzas,https://www.youtube.com/watch?v=ZHXRyjHygrk
Summoning the Crimson Soul,(Echo),0,True,summoning the crimson soul,(echo) - topic,https://www.youtube.com/watch?v=bkemGVBLEWI
Feel Good,(Hed) Planet Earth,4,False,hed(pe) ft. serj tankian & morgan lander - feel good (hq sound+lyrics),carina gs,https://www.youtube.com/watch?v=3I2jcUkU2KE
Pocket Rocket,(Sic),9,False,sing a song of sixpence with lyrics | liv kids nursery rhymes and songs | hd,liv kids,https://www.youtube.com/watch?v=dkOcfTwTNPI
Crazy Legs,(Hed) Planet Earth,8,False,(hed) p.e. - crazy legs - lyrics,cassidy,https://www.youtube.com/watch?v=zy0nZBSC530
Pac Bell,(Hed) Planet Earth,8,False,hed pe:pac bell lyrics in description,3fear,https://www.youtube.com/watch?v=DCsGkpWmqZw
Shelter from the Rain,(Jack),2,False,bob dylan - shelter from the storm (official audio),bob dylan,https://www.youtube.com/watch?v=-gsDBuHwqbM
Unborn Children,(The True) Scorpio Rising,0,True,unborn children,(the true) scorpio rising - topic,https://www.youtube.com/watch?v=xtIm9LiI-WE
St Patrick's Day,(Various Artists) אוסף שירים,4,False,van morrison - bright side of the road (official audio),van morrison,https://www.youtube.com/watch?v=pN06X_IEIVA
We Are You,(The True) Scorpio Rising,0,True,we are you,(the true) scorpio rising - topic,https://www.youtube.com/watch?v=xoBANnhkcNY
Council Of The Flocks,(Native Passions),0,True,council of the flocks,(native passions) - topic,https://www.youtube.com/watch?v=aCeB7n9m6fg
All I Have Is Christ (feat. Ali Roth),(The Autumn),0,True,all i have is christ (feat. ali roth),(the autumn),https://www.youtube.com/watch?v=vDuGl_bQ81E
White Bufalo,(Various Artists) אוסף שירים,3,False,neil young - heart of gold (official audio),neilyoungchannel,https://www.youtube.com/watch?v=c7eB7Wns1-M
Cougar Dreams,(Native Passions),0,True,cougar dreams,(native passions) - topic,https://www.youtube.com/watch?v=dX4EsHqmDCY
Carribean Queen,(Various Artists) אוסף שירים,5,False,"beyoncé, shatta wale, major lazer - already (official audio)",beyoncé,https://www.youtube.com/watch?v=5zEj2LJSoQY
Esa Soy Yo,(Various Artists) אוסף שירים,8,False,sing 2 | suéltate song (lyrics) | sing 2,musical edits,https://www.youtube.com/watch?v=bdj8YKDahTA
Father and Son,(Various Artists) אוסף שירים,1,False,father and son (lyrics) - cat stevens,jennys yt,https://www.youtube.com/watch?v=JCQVnSOFqfM
The Lemonade Song,(Various Artists) אוסף שירים,0,True,[lemala] למעלה,(various artists) אוסף שירים - topic,https://www.youtube.com/watch?v=oorH0nWXPVg
Sakula Saale,(Various Artists) אוסף שירים,1,False,ellie goulding - love me like you do (official audio),ellie goulding,https://www.youtube.com/watch?v=725WlG1idPc
Conga Mix,(Various Artists) אוסף שירים,1,True,[bo yavo] בו יבוא,(various artists) אוסף שירים - topic,https://www.youtube.com/watch?v=QaHKV4wOFr0
Générique,(Various Artists) אוסף שירים,0,True,[aneni] ענני,(various artists) אוסף שירים - topic,https://www.youtube.com/watch?v=3-uTb7gSdDo
Mother I Feel You,(Various Artists) אוסף שירים,6,False,tom odell - another love (lyrics),7clouds,https://www.youtube.com/watch?v=Jkj36B1YuDU
Leylet Hob,(Various Artists) אוסף שירים,1,False,halet hob ... elissa - lyrics | حالة حب  ... إليسا - كلمات,rotana,https://www.youtube.com/watch?v=2VkC18szIr8
A l'appartement,(Various Artists) אוסף שירים,0,True,[ale katan] עלה קטן,(various artists) אוסף שירים - topic,https://www.youtube.com/watch?v=sIlbYbwE1h8
Slay| Slay| Slay| My Baby Away,(Vlad and) The Impalers,0,True,"slay, slay, slay, my baby away",(vlad and) the impalers - topic,https://www.youtube.com/watch?v=amL6pqwP7SI
One More Shot,(We Are) Nexus,2,True,one more shot,(we are) nexus - topic,https://www.youtube.com/watch?v=ENOstKdRiCM
Madhouse,(hed) p.e.,2,True,madhouse,(hed) p.e.,https://www.youtube.com/watch?v=Z_N98IoCq-A
Better Off Without You,(We Are) Nexus,0,True,better off without you,(we are) nexus - topic,https://www.youtube.com/watch?v=VpliKbbudDw
Ordo (ab Chao),(hed) p.e.,2,True,ordo ab chao,(hed) p.e.,https://www.youtube.com/watch?v=UkY_OOz7f74
Hey Now,(hed) p.e.,3,True,wake up,(hed) p.e.,https://www.youtube.com/watch?v=2XOtDaWN_RQ
Baneful Lather,(a)pendics.shuffle,0,True,baneful lather,(a)pendics.shuffle : - topic,https://www.youtube.com/watch?v=BxzNhbZ7eqI
