Song,Artist,Failed Reason
Serenade No. 6 in D K239| 'Serenata notturna' (1990 Digital Remaster): I. Marcia - Maestoso (1990 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Serenade No. 6 in D K239| 'Serenata notturna' (1990 Digital Remaster): I. Marcia - Maestoso (1990 Digital Remaster),100 Best Classics Two,No suitable video
Heidenroslein D257 (Johann Wolfgang von Goethe) (1988 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Heidenroslein D257 (Johann Wolfgang von Goethe) (1988 Digital Remaster),100 Best Classics Two,No suitable video
La Gioconda (2005 Digital Remaster): Dance of the hours,100 Best Children's Classics,Every channel is None or video duration is not between 60 and 600 seconds
La Gioconda (2005 Digital Remaster): Dance of the hours,100 Best Children's Classics,No suitable video
The Rite of Spring| 'Le sacre du printemps' (1947 revised version)| PART 2: Le sacrifice: Danse sacrale (l'elue),100 Best Classics Two,No suitable video
Orphee aux enfers| 'Orpheus in the Underworld' (1988 Digital Remaster): Overture (1988 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Orphee aux enfers| 'Orpheus in the Underworld' (1988 Digital Remaster): Overture (1988 Digital Remaster),100 Best Classics Two,No suitable video
Pictures at an Exhibition: The Hut on Fowls' Legs (Baba Yaga),100 Best Classics Two,No suitable video
24 Preludes: Prelude in C sharp minor (Lento) Op. 3 No. 2,100 Best Classics Two,No suitable video
Trois Gymnopedies (1888) (2000 Digital Remaster): I: Lent et douloureux (2000 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Trois Gymnopedies (1888) (2000 Digital Remaster): I: Lent et douloureux (2000 Digital Remaster),100 Best Classics Two,No suitable video
Gayaneh - Suite from the Ballet: Sabre Dance,100 Best Classics Two,No suitable video
Nocturne (from A Midsummer Night's Dream Op. 61),100 Best Classics Two,No suitable video
Minuet in G WoO 10 No. 2,100 Best Classics Two,No suitable video
Serenade No. 10 in B flat| 'Gran Partita' K361/K370a: III. Adagio,100 Best Classics Two,No suitable video
Ruslan and Ludmilla: Overture,100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Ruslan and Ludmilla: Overture,100 Best Classics Two,No suitable video
Les Contes d'Hoffmann: Barcarolle (orchestral version),100 Best Classics Two,No suitable video
La fille aux cheveux de lin from Preludes Book I,100 Best Classics Two,No suitable video
3 German Dances K605 (1997 Digital Remaster): No.3 Die Schlittenfahrt ('Sleigh Ride') (1997 Digital Remaster),100 Best Classics Two,No suitable video
Standchen D.954| No.4,100 Best Classics Two,No suitable video
Brandenburg Concerto No. 2 in F BWV1047: III. Allegro assai,100 Best Classics Two,No suitable video
Die Meistersinger von Nürnberg - Prelude Act I (2001 Digital Remaster),100 Best Classics Two,No suitable video
Traumerei (No. 7 of Kinderszenen Op. 15),100 Best Classics Two,No suitable video
Carmen Suite No. 1: III. Entr'acte to Act III,100 Best Classics Two,No suitable video
Il Trovatore: Vedi! le fosche (Anvil Chorus),100 Best Classics Two,No suitable video
Tosca| Act 2: Vissi d'arte (Tosca),100 Best Classics Two,No suitable video
Symphony No. 4 in F minor Op. 36: IV. Allegro con fuoco,100 Best Classics Two,No suitable video
Memories of the Alhambra,100 Best Classics Two,No suitable video
Keyboard Concerto in F minor BWV1056: II. Largo,100 Best Classics Two,No suitable video
Fur Elise,100 Best Classics Two,No suitable video
The Planets - Suite H125 (Op. 32): 1. Mars| the Bringer of War (Allegro),100 Best Classics Two,No suitable video
Pines of Rome (1996 Digital Remaster): The Pines of the Villa Borghese (1996 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Pines of Rome (1996 Digital Remaster): The Pines of the Villa Borghese (1996 Digital Remaster),100 Best Classics Two,No suitable video
A Night on the Bare Mountain (1988 Digital Remaster),100 Best Classics Two,No suitable video
Horn Concerto No. 4 in E flat K495: II. Romanza (Andante cantabile),100 Best Classics Two,No suitable video
The Four Seasons| Concerto No. 4 in F minor (L'inverno/ Winter) RV297 (Op. 8 No. 4): II. Largo,100 Best Classics Two,No suitable video
Salut d'amour Op. 12,100 Best Classics Two,No suitable video
Berceuse in D flat Op. 57,100 Best Classics Two,No suitable video
Candide: Overture,100 Best Classics Two,No suitable video
Carmina Burana (1997 Digital Remaster): O Fortuna (1997 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Carmina Burana (1997 Digital Remaster): O Fortuna (1997 Digital Remaster),100 Best Classics Two,No suitable video
Two Arabesques: 1.,100 Best Classics Two,No suitable video
Bolero (abbrev. version; arr. Bates) (1992 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Bolero (abbrev. version; arr. Bates) (1992 Digital Remaster),100 Best Classics Two,No suitable video
Peer Gynt - Incidental Music Op. 23: Solveig's Song,100 Best Classics Two,No suitable video
VI. Waltz 2 from Jazz Suite No. 2,100 Best Classics Two,No suitable video
Requiem: Pie Jesu,100 Best Classics Two,No suitable video
Serenade in C Op. 48: II. Valse (Moderato: Tempo di valse),100 Best Classics Two,No suitable video
Cello Concerto in E minor Op. 85 (1995 Digital Remaster): I. Adagio - Moderato (1995 Digital Remaster),100 Best Classics Two,No suitable video
Polonaise No. 6 in A flat 'Heroic' Op. 53,100 Best Classics Two,No suitable video
Clarinet Quintet in A K581: II. Larghetto,100 Best Classics Two,No suitable video
Liebesleid (1988 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Liebesleid (1988 Digital Remaster),100 Best Classics Two,No suitable video
Pictures at an Exhibition: The Great Gate at Kiev,100 Best Classics Two,No suitable video
Piano Sonata No. 11 in A K331/K300i: III. Rondo alla turca (Allegretto),100 Best Classics Two,No suitable video
Peter and the Wolf - A Musical Tale for Children Op. 67 (extract),100 Best Classics Two,No suitable video
Le Nozze di Figaro| ACT 2: Voi che sapete (Cherubino),100 Best Classics Two,No suitable video
Violin Concerto in D. Op.35 (1990 Digital Remaster): I. Allegro moderato (conclusion)- extract (1990 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Violin Concerto in D. Op.35 (1990 Digital Remaster): I. Allegro moderato (conclusion)- extract (1990 Digital Remaster),100 Best Classics Two,No suitable video
Piano Concerto No. 20 in D minor K466 (1990 Digital Remaster): II. Romanze (excerpt) (1990 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Piano Concerto No. 20 in D minor K466 (1990 Digital Remaster): II. Romanze (excerpt) (1990 Digital Remaster),100 Best Classics Two,No suitable video
Four Last Songs: Beim Schlafengehn (conclusion),100 Best Classics Two,No suitable video
Vltava (extract)| B111 (1874) from Ma vlast (1995 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Vltava (extract)| B111 (1874) from Ma vlast (1995 Digital Remaster),100 Best Classics Two,No suitable video
Songs without Words (1996 Digital Remaster): Andante grazioso in A major| Op. 62 No. 6| 'Fruhlingslied' (1996 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Songs without Words (1996 Digital Remaster): Andante grazioso in A major| Op. 62 No. 6| 'Fruhlingslied' (1996 Digital Remaster),100 Best Classics Two,No suitable video
Etude in E major Op. 10 No. 3 (1990 Digital Remaster),100 Best Classics Two,No suitable video
Preludes: Prelude No. 15 in D flat 'Raindrop' (Sostenuto),100 Best Classics Two,No suitable video
Wiener Blut - Walzer Op. 354 (extract),100 Best Classics Two,No suitable video
Carmen: Prelude| Act 1 (Les toreadors),100 Best Classics Two,No suitable video
The Carnival of the Animals (1991 Digital Remaster): Aquarium (1991 Digital Remaster),100 Best Classics Two,No suitable video
8 Humoresques B187 (Op. 101): No. 7 in G flat,100 Best Classics Two,No suitable video
Serenade No. 13 in G| 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): II. Romanze (Andante) (1997 Digital Remaster),100 Best Classics Two,No suitable video
Tritsch-Tratsch Op. 214 (1985 Digital Remaster),100 Best Classics Two,No suitable video
Rhapsody in Blue - Jazzband Version: Opening,100 Best Classics Two,No suitable video
II. Adagio un poco mosso from Piano Concerto No. 5 in E flat 'Emperor' Op. 73 (extract) (1989 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
II. Adagio un poco mosso from Piano Concerto No. 5 in E flat 'Emperor' Op. 73 (extract) (1989 Digital Remaster),100 Best Classics Two,No suitable video
Waltz in A flat major| Op. 39/15,100 Best Classics Two,No suitable video
The Tale of Tsar Saltan: The Flight of the Bumble-Bee (Act III),100 Best Classics Two,No suitable video
Symphonie fantastique Op. 14 (1977 Digital Remaster): IV. Marche au supplice (1987 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Symphonie fantastique Op. 14 (1977 Digital Remaster): IV. Marche au supplice (1987 Digital Remaster),100 Best Classics Two,No suitable video
Water Music (1988 Digital Remaster)| Suite No. 2 in D (1988 Digital Remaster): alla hornpipe (extract) (1988 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Water Music (1988 Digital Remaster)| Suite No. 2 in D (1988 Digital Remaster): alla hornpipe (extract) (1988 Digital Remaster),100 Best Classics Two,No suitable video
Zigeunerweisen Op. 20,100 Best Classics Two,No suitable video
The Four Seasons| Concerto No. 2 in G minor (L'estate/ Summer) RV315 (Op. 8 No. 2): III. Presto,100 Best Classics Two,No suitable video
Carmen (1997 Digital Remaster)| Act 1 (1997 Digital Remaster): L'amour est un oiseau rebelle (Habanera) (1997 Digital Remaster),100 Best Classics Two,No suitable video
La Rondine (1995 Digital Remaster)| Act 1: Chi il bel sogno di Doretta,100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
La Rondine (1995 Digital Remaster)| Act 1: Chi il bel sogno di Doretta,100 Best Classics Two,No suitable video
Schindler's List - Theme,100 Best Film Classics,No suitable video
Keyboard Concerto in F minor BWV1056: II. Largo,100 Best Film Classics,No suitable video
Guillaume Tell| 'William Tell' (1985 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Guillaume Tell| 'William Tell' (1985 Digital Remaster),100 Best Classics Two,No suitable video
Music for the Royal Fireworks HWV351 (1989 Digital Remaster): La Rejouissance (1989 Digital Remaster),100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Music for the Royal Fireworks HWV351 (1989 Digital Remaster): La Rejouissance (1989 Digital Remaster),100 Best Classics Two,No suitable video
Bach| JS: Suite No. 3 in D Major| BWV 1068: II Air,100 Best Film Classics,No suitable video
Lohengrin| DRITTER AKT/ACT 3/TROISIEME ACTE: Treulich gefuhrt ziehet dahin,100 Best Classics Two,Every channel is None or video duration is not between 60 and 600 seconds
Lohengrin| DRITTER AKT/ACT 3/TROISIEME ACTE: Treulich gefuhrt ziehet dahin,100 Best Classics Two,No suitable video
Piano Sonata No. 8 in C minor 'Pathetique' Op. 13 (1990 Digital Remaster): II. Adagio cantabile (1990 Digital Remaster),100 Best Classics Two,No suitable video
Mozart: Divertimento for String Trio in E-flat Major|K. 563: III. Menuetto (Allegretto),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Mozart: Divertimento for String Trio in E-flat Major|K. 563: III. Menuetto (Allegretto),100 Best Film Classics,No suitable video
Star Wars (Main Theme),100 Best Film Classics,No suitable video
Norma (1997 Digital Remaster): Casta Diva (1997 Digital Remaster),100 Best Film Classics,No suitable video
Also sprach Zarathustra Op. 30 (opening),100 Best Film Classics,No suitable video
Die Zauberflöte (The Magic Flute) K620: Der Hölle Rache,100 Best Film Classics,No suitable video
Gladiator Suite,100 Best Film Classics,No suitable video
Les Pecheurs de perles (1988 Digital Remaster): Au fond du temple saint (Act 1) (1988 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Les Pecheurs de perles (1988 Digital Remaster): Au fond du temple saint (Act 1) (1988 Digital Remaster),100 Best Film Classics,No suitable video
Sarabande from Keyboard Suite No.11 in D Minor (opening),100 Best Film Classics,No suitable video
Theme From E.T. (The Extra-Terrestrial),100 Best Film Classics,No suitable video
Any Other Name (American Beauty),100 Best Film Classics,No suitable video
Mozart: Serenade No. 13 in G Major| K. 525 'Eine kleine Nachtmusik': I. Allegro,100 Best Film Classics,No suitable video
Zadok the Priest (1996 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Zadok the Priest (1996 Digital Remaster),100 Best Film Classics,No suitable video
Piano Concerto No.2 in C minor Op.18: II Adagio sostenuto (excerpt),100 Best Film Classics,No suitable video
Polonaise No.6 in A flat major| Op.63,100 Best Film Classics,No suitable video
Sarabande from Keyboard Suite No.11 in D minor (opening),100 Best Film Classics,No suitable video
"Bach| JS: ""Jesu| Joy of Man's Desiring"" (from Cantata| BWV 147)",100 Best Film Classics,No suitable video
Carmen (1997 Digital Remaster)| Act 1 (1997 Digital Remaster): L'amour est un oiseau rebelle (Habanera) (1997 Digital Remaster),100 Best Film Classics,No suitable video
"Mozart: Requiem in D Minor| KV 626: ""Lacrimosa""",100 Best Film Classics,No suitable video
You Only Live Twice (Main Theme),100 Best Film Classics,No suitable video
Barber: Adagio for Strings| Op. 11,100 Best Film Classics,No suitable video
Serenade No. 13 in G| 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): I. Allegro (1997 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Serenade No. 13 in G| 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): I. Allegro (1997 Digital Remaster),100 Best Film Classics,No suitable video
Rusalka: Song to the Moon (Act I),100 Best Film Classics,No suitable video
Tosca (1997 Digital Remaster)| ACT THREE: E lucevan le stelle,100 Best Film Classics,No suitable video
Cavalleria Rusticana (1987 Digital Remaster): Intermezzo (Orchestra),100 Best Film Classics,No suitable video
Messiah HWV56 (1992 Digital Remaster)| PART 2: Hallelujah (chorus: Allegro),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Messiah HWV56 (1992 Digital Remaster)| PART 2: Hallelujah (chorus: Allegro),100 Best Film Classics,No suitable video
Strauss| R: Also sprach Zarathustra| Op. 30 (Opening),100 Best Film Classics,No suitable video
"Puccini: Turandot| Act 3: ""Nessun dorma""",100 Best Film Classics,No suitable video
Overture from Le Nozze di Figaro K492,100 Best Film Classics,No suitable video
Williams: Fawkes the Phoenix (from the film Harry Potter and the Chamber of Secrets),100 Best Film Classics,No suitable video
Brandenburg Concerto No. 3 in G BWV1048 (1997 Digital Remaster): I. [Allegro],100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Brandenburg Concerto No. 3 in G BWV1048 (1997 Digital Remaster): I. [Allegro],100 Best Film Classics,No suitable video
Piano Concerto No.1 in E minor Op.11: II. Romance: Larghetto,100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Piano Concerto No.1 in E minor Op.11: II. Romance: Larghetto,100 Best Film Classics,No suitable video
Gloria RV589: Gloria in excelsis,100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Gloria RV589: Gloria in excelsis,100 Best Film Classics,No suitable video
Il Trovatore (1986 Digital Remaster)| ACT 4 Scene 1 (1986 Digital Remaster): D'amor sull'ali rosee (Leonora) (1986 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Il Trovatore (1986 Digital Remaster)| ACT 4 Scene 1 (1986 Digital Remaster): D'amor sull'ali rosee (Leonora) (1986 Digital Remaster),100 Best Film Classics,No suitable video
The Sorcerer's Apprentice (extract),100 Best Film Classics,No suitable video
Le Nozze di Figaro| '(The) Marriage of Figaro' K492| ACT 3: Canzonetta sull'aria,100 Best Film Classics,No suitable video
Mandolin Concerto in C RV425 (1970 Digital Remaster): I. [Allegro] (1970 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Mandolin Concerto in C RV425 (1970 Digital Remaster): I. [Allegro] (1970 Digital Remaster),100 Best Film Classics,No suitable video
Zadok the Priest,100 Best Film Classics,No suitable video
Viola da Gamba Sonata in G Minor| BWV 1029 : II Adagio (opening),100 Best Film Classics,No suitable video
Stabat Mater: Stabat Mater dolorosa,100 Best Film Classics,No suitable video
Dvorak: Rusalka| Act 1: Song to the Moon,100 Best Film Classics,No suitable video
Memories of the Alhambra,100 Best Film Classics,No suitable video
Don Giovanni: Act I| Scene Three: Là ci darem la mano,100 Best Film Classics,No suitable video
"Giordano: Andrea Chenier| Act 3: ""La mamma morta""",100 Best Film Classics,No suitable video
VI. Waltz 2 from Jazz Suite No. 2,100 Best Film Classics,No suitable video
"Offenbach: The Tales of Hoffmann| Act 4: ""Belle nuit| ô nuit d'amour"" (Nicklausse| Giulietta| Chorus)",100 Best Film Classics,No suitable video
Symphony no. 25 in G minor K 183: Allegro con brio - excerpt,100 Best Film Classics,No suitable video
Symphony No. 5 in C sharp minor: IV. Adagietto (conclusion),100 Best Film Classics,No suitable video
Ave verum corpus K618,100 Best Film Classics,No suitable video
Canon in D (1997 Digital Remaster),100 Best Film Classics,No suitable video
My Heart Will Go On (Love Theme from the movie Titanic),100 Best Film Classics,No suitable video
Gabriel's Oboe,100 Best Film Classics,No suitable video
Cavalleria Rusticana (1987 Digital Remaster): Intermezzo (Orchestra) (1987 Digital Remaster),100 Best Film Classics,No suitable video
Double Violin Concerto in D minor BWV 1043: Second movement: Largo ma non tanto (opening) (1989 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Double Violin Concerto in D minor BWV 1043: Second movement: Largo ma non tanto (opening) (1989 Digital Remaster),100 Best Film Classics,No suitable video
Suite No. 3 in D major BWV 1068 (1997 Digital Remaster): Air (1997 Digital Remaster),100 Best Film Classics,No suitable video
Vivaldi: Gloria in D Major| RV 589: I. Gloria in excelsis Deo (Chorus),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Vivaldi: Gloria in D Major| RV 589: I. Gloria in excelsis Deo (Chorus),100 Best Film Classics,No suitable video
Rigoletto (1996 Digital Remaster)| Act 3 (1996 Digital Remaster): La donna e mobile (Duca) (1996 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Rigoletto (1996 Digital Remaster)| Act 3 (1996 Digital Remaster): La donna e mobile (Duca) (1996 Digital Remaster),100 Best Film Classics,No suitable video
Les Contes d'Hoffmann| ACT FOUR: Belle nuit| o nuit d'amour (Nicklausse/Giulietta/Choeurs),100 Best Film Classics,No suitable video
Schubert: String Quintet in C Major| D.956: II. Adagio (Opening),100 Best Film Classics,No suitable video
Allegri: Miserere (Excerpt),100 Best Film Classics,No suitable video
II. Andantino from Flute and Harp Concerto in C K299/297c (extract),100 Best Film Classics,No suitable video
"Bizet: Carmen| Act 1: ""L'amour est un oiseau rebelle"" (Habanera)",100 Best Film Classics,No suitable video
Pachelbel: Canon in D Major,100 Best Film Classics,No suitable video
Handel: Solomon| HWV 67: The Arrival of the Queen of Saba,100 Best Film Classics,No suitable video
Mandolin Concerto in C RV425 (1970 Digital Remaster): I. [Allegro],100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Mandolin Concerto in C RV425 (1970 Digital Remaster): I. [Allegro],100 Best Film Classics,No suitable video
Suite bergamasque: Clair de lune,100 Best Film Classics,No suitable video
La forza del destino (1991 Digital Remaster): Overture (excerpt from opening),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
La forza del destino (1991 Digital Remaster): Overture (excerpt from opening),100 Best Film Classics,No suitable video
Braveheart-End Titles,100 Best Film Classics,No suitable video
Turandot (Act III) (1990 Digital Remaster): Nessun dorma (1990 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Turandot (Act III) (1990 Digital Remaster): Nessun dorma (1990 Digital Remaster),100 Best Film Classics,No suitable video
La Bohème - Opera in four acts (1991 Digital Remaster)| Act I: Che gelida manina (Rodolfo),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
La Bohème - Opera in four acts (1991 Digital Remaster)| Act I: Che gelida manina (Rodolfo),100 Best Film Classics,No suitable video
Le nozze di Figaro: Non piu andrai,100 Best Film Classics,No suitable video
'Ode to Joy' from Symphony No. 9 in D minor 'Choral' Op.125,100 Best Film Classics,No suitable video
Les Pêcheurs de perles (1988 Digital Remaster): Au fond du temple saint (Act 1),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Les Pêcheurs de perles (1988 Digital Remaster): Au fond du temple saint (Act 1),100 Best Film Classics,No suitable video
Handel: Concerto Grosso| Op. 6 No. 12 in B Minor: III. Larghetto e piano,100 Best Film Classics,No suitable video
Rigoletto (1996 Digital Remaster)| Act 3: La donna è mobile (Duca),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Rigoletto (1996 Digital Remaster)| Act 3: La donna è mobile (Duca),100 Best Film Classics,No suitable video
Beethoven: Symphony No. 9 in D Minor| 'Choral'| Op. 125: IV. 'Ode to Joy',100 Best Film Classics,No suitable video
Williams: Theme from Schindler's List,100 Best Film Classics,No suitable video
The Four Seasons| Concerto No. 4 in F minor (L'inverno/ Winter) RV297 (Op. 8 No. 4): II. Largo,100 Best Film Classics,No suitable video
Wagner: Die Walküre| WWV 86B| Act 3: Ride of the Valkyries,100 Best Film Classics,No suitable video
Fawkes the Phoenix (from the film Harry Potter and the Chamber of Secrets),100 Best Film Classics,No suitable video
"Bellini: Norma| Act 1: ""Casta Diva"" (Norma)",100 Best Film Classics,No suitable video
Jesu| Joy of Man's Desiring (from Cantata No. 147) [sung in German] (1989 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Jesu| Joy of Man's Desiring (from Cantata No. 147) [sung in German] (1989 Digital Remaster),100 Best Film Classics,No suitable video
Fur Elise,100 Best Film Classics,No suitable video
Adagio for Strings Op. 11 (1985 Digital Remaster),100 Best Film Classics,No suitable video
Morricone: Gabriel's Oboe (Mission),100 Best Film Classics,No suitable video
Aria from Goldberg Variations BWV988 (Aria with diverse variations),100 Best Film Classics,No suitable video
Requiem K626 (Mass No. 19 in D minor)| Sequenz: Lacrimosa,100 Best Film Classics,No suitable video
Il Trovatore| Act IV Scene One: D'amor sull'ali rosee (Leonora),100 Best Film Classics,No suitable video
Mozart: Horn Concerto No. 2 in E-Flat Major| K. 417: III. Rondo,100 Best Film Classics,No suitable video
Williamson: Star Wars (Main Theme),100 Best Film Classics,No suitable video
"Mozart: Serenade No. 13 in G Major ""Eine kleine Nachtmusik"" K.525|  II. Romanze: Andante",100 Best Film Classics,No suitable video
Love Theme from Cinema Paradiso,100 Best Film Classics,No suitable video
Lord of the Rings: The Fellowship,100 Best Film Classics,No suitable video
Così fan tutte K588: Soave sia il vento,100 Best Film Classics,No suitable video
Die Walkure: Ride of the Valkyries (concert version),100 Best Film Classics,No suitable video
Albinoni: Adagio in G Minor,100 Best Film Classics,No suitable video
Tosca| Act 2: Vissi d'arte (Tosca),100 Best Film Classics,No suitable video
Myers: Cavatina,100 Best Film Classics,No suitable video
Toccata and Fugue in D minor BWV565: II. Fugue,100 Best Film Classics,No suitable video
Viola da Gamba Sonata in G minor| BWV 1029 : II Adagio (opening) (1989 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Viola da Gamba Sonata in G minor| BWV 1029 : II Adagio (opening) (1989 Digital Remaster),100 Best Film Classics,No suitable video
Cavatina,100 Best Film Classics,No suitable video
Concerto Grosso Op. 6 No. 12 in B minor (1999 Digital Remaster): III. Larghetto e piano (1999 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Concerto Grosso Op. 6 No. 12 in B minor (1999 Digital Remaster): III. Larghetto e piano (1999 Digital Remaster),100 Best Film Classics,No suitable video
"Catalani: La Wally| Act 1: ""Ebben? Ne andro lontano""",100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Catalani: La Wally| Act 1: ""Ebben? Ne andro lontano""",100 Best Film Classics,No suitable video
Shore: Lord of the Rings: The Fellowship,100 Best Film Classics,No suitable video
Bach| JS: Keyboard Concerto in F minor| BWV 1056: II. Largo,100 Best Film Classics,No suitable video
Così fan tutte K588: Un' aura amorosa,100 Best Film Classics,No suitable video
La forza del destino (1979 Digital Remaster): Overture (excerpt from opening) (1991 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
La forza del destino (1979 Digital Remaster): Overture (excerpt from opening) (1991 Digital Remaster),100 Best Film Classics,No suitable video
Hymn to the Fallen (Saving Private Ryan),100 Best Film Classics,No suitable video
Bach| JS: 'Goldberg' Variations| BWV 988: Aria,100 Best Film Classics,No suitable video
Le nozze di Figaro K492| ACT 1: No. 9: Aria: Non più andrai (Figaro),100 Best Film Classics,No suitable video
Mozart: Concerto for 2 Keyboards and Orchestra in E-Flat Major| KV 365: III. Rondo (allegro),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
Mozart: Concerto for 2 Keyboards and Orchestra in E-Flat Major| KV 365: III. Rondo (allegro),100 Best Film Classics,No suitable video
Horner: My Heart Will Go On (Love Theme from the movie Titanic),100 Best Film Classics,No suitable video
Fantasía para un gentilhombre: III. Allegro con brio (Danza de las Hachas),100 Best Guitar Classics,No suitable video
"Falla: Homenaje pour ""Le tombeau de Claude Debussy"": (Mesto e calmo)",100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
"Falla: Homenaje pour ""Le tombeau de Claude Debussy"": (Mesto e calmo)",100 Best Guitar Classics,No suitable video
Mazurken,100 Best Guitar Classics,No suitable video
Serenata española,100 Best Guitar Classics,No suitable video
Suite española No. 1| Op.47 (1988 Digital Remaster): Sevilla,100 Best Guitar Classics,Every channel is None or video duration is not between 60 and 600 seconds
Suite española No. 1| Op.47 (1988 Digital Remaster): Sevilla,100 Best Guitar Classics,No suitable video
II. Andantino from Flute and Harp Concerto in C K299/297c (extract) (1985 Digital Remaster),100 Best Film Classics,Every channel is None or video duration is not between 60 and 600 seconds
II. Andantino from Flute and Harp Concerto in C K299/297c (extract) (1985 Digital Remaster),100 Best Film Classics,No suitable video
Triste Nr. 4,100 Best Guitar Classics,No suitable video
Fantasía para un gentilhombre: II. Adagio (Españoleta y Fanfare de la Vaballeria de Nápoles),100 Best Guitar Classics,No suitable video
Rodrigo: Tres piezas españolas: II. Passacaglia (Andante),100 Best Guitar Classics,No suitable video
Suite Española: La Miñona de Cataluña,100 Best Guitar Classics,No suitable video
Satie: 3 Gymnopédies: No.1 Lent et douloureux,100 Best Guitar Classics,No suitable video
Fantasía para un gentilhombre: IV. Allegro ma non troppo (Canario),100 Best Guitar Classics,No suitable video
Homenaje a la guitarra,100 Best Guitar Classics,No suitable video
Vals venezolano No.3 ('Vals criollo'),100 Best Guitar Classics,No suitable video
Lágrima (Preludio),100 Best Guitar Classics,No suitable video
Cueca: Danza Chilena,100 Best Guitar Classics,No suitable video
Allemande,100 Best Guitar Classics,No suitable video
Five Preludes (1998 Digital Remaster): No. 5 in D,100 Best Guitar Classics,No suitable video
Sonata a la española: I. Allegro assai - II. Adagio - III. Allegro moderato,100 Best Guitar Classics,No suitable video
Estrellita,100 Best Guitar Classics,No suitable video
Heigh Ho Holiday (Galliard No.13),100 Best Guitar Classics,No suitable video
Estudio sin luz,100 Best Guitar Classics,No suitable video
Fantasie,100 Best Guitar Classics,No suitable video
Sonatina in A: I. Allegretto,100 Best Guitar Classics,No suitable video
Arnold: Guitar Concerto: I. Allegro con spirito,100 Best Guitar Classics,No suitable video
Concierto madrigal: I. Fanfarria (Allegro marziale),100 Best Guitar Classics,No suitable video
